0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	NA	NA	3.5030	0.1690	101.3000	4.5260	NA	NA	8.4540	0.0713	13.3400	1.3050	0.191	0.05827	5.5080	0.1637	72.8400	4.2200	1.5027	0.080392151	6.7320	0.0616	42.3800	4.3650	0.4997	0.083069937	6.6100	0.0692	63.5000	6.5500	NA	NA	4.8770	0.0637
0.0000	0.0000	0	0	0.0000	0.0000	14.4400	2.9030	0.8488	0.109391924	4.0240	0.1792	16.3100	3.3300	1.0239	0.133411229	4.2310	0.2243	30.4400	2.2380	0.6472	0.087931051	4.7290	0.1041	26.1300	3.0400	0.8338	0.118238131	3.9970	0.1219	95.4100	3.2370	NA	NA	8.1080	0.0615	21.7100	1.4030	0.607	0.0471	4.1930	0.0996	98.7500	5.4860	2.2389	0.106836103	5.6590	0.0393	46.5600	1.5020	0.7243	0.085082934	4.7270	0.0502	-16.2900	3.8880	0	0	0.0000	0.0000
39.7200	2.0000	1.4702	0.184086105	4.0470	0.0635	35.5600	5.4870	1.365	0.11841225	4.3670	0.1451	35.1300	4.0630	1.504	0.117518426	4.6250	0.1282	55.1900	3.3620	1.248	0.111499511	4.7120	0.0740	48.4800	3.5050	1.2287	0.103293698	4.6320	0.0914	114.1000	3.1000	NA	NA	7.2780	0.0571	62.2400	4.4130	1.58875	0.1041	4.5180	0.1014	118.3000	5.4210	NA	NA	5.7890	0.0393	88.8900	2.4920	1.5717	0.101748749	5.2770	0.0499	253.0000	15.0900	NA	NA	5.5420	0.0717
99.4800	0.9327	NA	NA	6.2400	0.0175	100.3000	0.7972	NA	NA	6.2800	0.0141	100.0000	0.6256	NA	NA	6.5720	0.0144	102.5000	1.3470	NA	NA	7.1160	0.0208	99.3800	1.0750	NA	NA	6.8820	0.0191	103.9000	3.0980	0.6343	0.188552211	8.9850	0.0380	107.8000	16.1000	1.8276	0.05683	5.9180	0.0369	111.3000	3.5660	2.44	0.083951017	7.0230	0.0271	103.9000	3.9700	1.4309	0.093605327	6.5890	0.0626	100.5000	2.4360	1.0639	0.100459546	7.2680	0.0458
0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	27.5500	4.4010	0.4694	0.15172772	4.0350	0.1841	16.3500	2.6560	0.5217	0.113156163	3.9370	0.1469	120.6000	10.6900	NA	NA	8.1850	0.0844	37.7600	2.6180	1.0661	0.06875	4.2600	0.1002	98.1100	3.1550	2.949	0.33079368	5.7500	0.0461	70.8400	1.8900	1.2157	0.086980304	5.2350	0.0443	63.8600	4.1920	0.4449533	0.104270053	5.0530	0.0906
0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	11.8600	3.2300	0.7847	0.171913135	3.8240	0.2986	25.6200	2.1100	NA	NA	3.1500	0.1285	14.0500	2.2500	NA	NA	3.0230	0.1075	110.1000	3.1170	NA	NA	6.6320	0.0504	21.6700	2.6060	0.655	0.1769	3.5220	0.1332	90.0200	3.5470	2.637	0.304352523	5.2080	0.0477	66.1400	3.8030	1.2238	0.135742387	4.2590	0.0607	52.0100	9.6590	NA	NA	3.7220	0.0693
0.0000	0.0000	0	0	0.0000	0.0000	49.2800	2.8800	NA	NA	4.1890	0.0476	45.1000	3.2300	2.2136	0.389523139	4.0880	0.1083	43.7800	2.3500	1.154	0.110256779	4.5260	0.0716	47.2200	3.1250	1.4749	0.114659529	4.6410	0.0863	111.0000	5.9470	NA	NA	6.6530	0.0737	0.0000	0.0000	0	0.08399	3.6330	0.1695	81.6000	8.5300	1.489	0.085417509	5.3840	0.0629	22.39	2.2630	0.1109	0.115860932	3.5180	0.0544	-48.2000	4.5960	NA	NA	NA	NA
0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0.09032582	6.6530	0.4465	0.0000	0.0000	0	0	0.0000	0.0000	15.7100	1.1550	0	0.096831203	5.7870	0.2918	0.0000	0.0000	0.031	0.088989616	5.5390	0.2562	97.7200	6.2600	NA	NA	8.6360	0.0924	49.4500	4.7880	1.1368	0.02992	6.1520	0.0854	45.6000	3.5030	1.0014	0.080566934	6.7460	0.1060	53.5000	7.5190	0.8191	0.100521218	6.7950	0.1760	42.2700	5.4200	0.1796	0.107739522	6.5000	0.1867
0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0.018	0.103317186	5.4460	0.4596	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	104.1000	4.1670	NA	NA	8.1520	0.0671	23.4800	1.7820	0.642	0.04485	5.0400	0.1289	45.0100	7.0750	0.7567	0.076283532	5.3380	0.0928	30.7200	1.9650	0.3304	0.087511291	5.3680	0.1086	45.8100	4.7920	0.2531	0.106229873	5.6190	0.1777
61.1800	1.8130	1.5664	0.108825266	5.2350	0.0500	69.5100	1.5830	2.0346	0.073974045	5.3780	0.0384	82.9200	1.6850	2.5815	0.102081705	3.6280	0.5454	98.6300	2.2490	NA	NA	6.2310	0.0235	88.9800	1.4000	2.754	0.147122628	5.9620	0.0303	86.9600	5.1910	0.0414	0.213147109	9.9300	0.1052	112.9000	8.6000	2.3235	0.07615	5.7450	0.0605	108.8000	4.6890	2.539	0.120279252	6.3290	0.0406	100.2000	4.7280	1.9583	0.124193668	6.4710	0.0728	95.0500	6.2680	0.997	0.127181906	6.6790	0.0988
