0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0.118525239	6.6840	0.5144	11.9400	0.5711	0.029	0.078042574	5.2400	0.1164	0.0000	0.0000	0	0.095798827	4.7640	0.2088	92.0900	6.0040	0.3053	0.302847965	7.4750	0.1176	24.7500	3.2980	0.725	0.1197	4.1560	0.1562	42.9300	2.6190	0.9834	0.089348211	5.2830	0.0873	42.5700	3.4760	0.6505	0.112969791	4.9200	0.1120	32.1000	5.0410	0	0.12866515	5.3430	0.2488
23.9800	2.0000	NA	NA	3.4620	0.0459	27.0700	2.8800	NA	NA	3.4810	0.0502	55.5600	9.0890	1.8819	0.198827076	3.8560	0.0649	67.6100	3.2670	2.519	2.001171692	4.1170	0.0313	44.3200	2.2500	NA	NA	3.8740	0.0214	93.0800	6.2700	0.6753	0.613389151	7.0020	0.1162	115.5000	8.5010	2.817	0.2614	4.6810	0.0369	100.6000	3.3920	NA	NA	5.2110	0.0371	115.4000	5.0270	NA	NA	5.0630	0.0465	135.9000	6.6000	0.8164	0.170586783	5.4720	0.1018
89.9700	2.6870	NA	NA	6.6380	0.0537	109.3000	5.0420	NA	NA	6.6520	0.0480	104.6000	5.1880	NA	NA	6.8140	0.0501	90.2200	3.3200	1.8546	0.084296084	7.0190	0.0423	88.6300	2.5130	NA	NA	6.7800	0.0528	98.7100	4.5000	0.7533	0.26502747	9.0030	0.0702	140.8000	4.5850	NA	NA	7.9320	0.0377	121.6000	5.1260	NA	NA	8.1730	0.0430	126.3000	4.8830	NA	NA	8.3550	0.0614	102.3000	5.8640	1.0776	0.125007973	8.4750	0.0835
0.0000	0.0000	0	0.138889914	4.7250	0.3920	0.0000	0.0000	0	0	0.0000	0.0000	9.3090	0.6295	0.702	0.090290665	5.2940	0.1429	28.7400	1.3320	0.5838	0.073340162	5.9070	0.0828	16.1900	1.0530	0.54	0.075311192	5.4090	0.1140	93.7700	4.8520	0.3533	0.20477307	8.9950	0.0767	52.1600	3.9580	1.3145	0.05833	5.6220	0.1246	56.3600	2.0040	1.29128	0.071410933	6.1950	0.0570	62.5200	4.8500	1.07132	0.098754375	6.2910	0.1202	64.1100	4.0900	0.47904	0.098242279	6.4350	0.1006
20.4300	2.0000	0.6714	0.166782026	4.1800	0.2424	20.7000	2.8800	1.3247	0.242367112	3.7130	0.1667	21.1400	3.4730	1.1598	0.127670405	4.3230	0.1775	45.8000	2.1100	1.9092	1.534528312	3.9460	0.1279	36.0400	2.2500	1.0875	0.17476246	4.0290	0.1510	96.2300	10.1700	NA	NA	6.3510	0.0997	100.7000	3.1500	2.6006	0.1665	5.3530	0.0435	110.4000	4.8660	NA	NA	5.8640	0.0285	113.5000	5.3120	NA	NA	5.6730	0.0526	150.6000	8.1260	NA	NA	6.0440	0.0682
89.4400	2.7600	2.503	0.233280441	5.9960	0.0512	98.3000	1.4440	NA	NA	6.1040	0.0228	94.4200	1.0300	NA	NA	6.3030	0.0297	100.3000	1.8630	NA	NA	6.8590	0.0364	94.2900	1.9320	NA	NA	6.6530	0.0334	86.7700	7.0280	0.1783	0.206603485	9.3470	0.1126	116.5000	6.1870	2.5269	0.05957	6.6740	0.0499	118.8000	7.4860	NA	NA	7.1330	0.0538	96.1800	4.9120	1.8294	0.106164757	6.9450	0.0726	111.4000	8.3450	NA	NA	7.4040	0.0841
0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	81.7200	4.8540	0.0476	0.257155517	7.3260	0.1069	28.7900	5.5410	0.8063	0.1617	4.2110	0.1444	30.5200	2.2100	0.6668	0.08537796	5.8530	0.1239	19.3700	2.2590	0	0.111496597	5.3530	0.1636	40.8100	6.6000	0.2851	0.178952984	5.0640	0.2039
0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	122.2000	10.2400	NA	NA	6.4300	0.1020	23.9300	3.3810	0.661	0.1324	4.0260	0.1445	33.9700	2.6010	0.7434	0.091880425	4.7670	0.1136	63.0300	5.5000	1.07935	0.1469413	4.6290	0.1118	50.6600	8.0160	0.3228	0.132073873	4.9320	0.1863
0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	100.0000	8.1440	NA	NA	6.3550	0.0889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	12.9000	2.5190	0.201	0.126	3.6820	0.2609	13.0400	1.6270	0	0.090820795	5.2250	0.1880	-18.7300	4.4820	NA	NA	NA	NA	29.1400	6.6000	NA	NA	3.9130	0.1538
0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	85.3300	6.6280	0	0.234759451	8.1020	0.1459	21.3600	3.3960	0.9762	0.1217	5.9660	0.1776	29.5700	3.2860	0.6121	0.09557205	5.9660	0.1776	34.4500	4.1470	0.4641	0.120296655	5.4380	0.1874	61.3400	9.9060	0.2942	0.106969846	7.8810	0.2143
