NR	NR	0	0	3.774	0.2603	NR	NR	0	0	0	0	4.504	0.1267	13.11	1.87	3.689	0.1459	NR	NR	0	0	4.65	0.1537	NF	NF	0	0	2.982	0.05977	8.83	0.12	102.6	6.348	8.841	0.09605	6.776	0.1502	38.27	2.744	5.767	0.1197	6.701	0.2268	60.52	9.453	6.122	0.1082	7.139	0.07595	60.28	2.189	6.646	0.06178	NR	NR	0	0	5.164	1.718	0.10169	NA	0.125	NA	0.10569	NA	0.125	NA	0.2093	NA	0.093023	NA	0.15842	NA	0.12121	NA	0.07619	NA	0.11364	NA	1	NA	0.10417	NA	0.067669	NA	0.1413	NA	0.15054	NA	0.090909	NA	0.085714	NA	0.094737	NA	0.10891	NA	0.074074	NA	0.086022	NA	0.125	NA	0.16484	NA	0.13333	NA	0.17	NA	0.47143	NA	0.43939	NA	0.33784	NA	0.42373	NA	0.57143	NA	0.52727	NA	0.44615	NA	0.42623	NA	0.47826	NA	0.50877	NA	1	NA	0.4918	NA	0.42857	NA	0.46774	NA	0.44615	NA	0.34615	NA	0.31081	NA	0.47541	NA	0.36111	NA	0.41667	NA	0.5	NA	0.38961	NA	0.50877	NA	0.38571	NA	0.53846	NA	0.076923	NA	0.11538	NA	0.10458	NA	0.14151	NA	0.092437	NA	0.074766	NA	0.11278	NA	0.057851	NA	0.062992	NA	0.090909	NA	1	NA	0.08547	NA	0.063694	NA	0.11667	NA	0.11864	NA	0.097015	NA	0.078125	NA	0.07563	NA	0.096774	NA	0.083969	NA	0.076271	NA	0.112	NA	0.20561	NA	0.11905	NA	0.13386	NA
NR	NR	0	0	0	0	NF	NF	0	0	0	0	NR	NR	0	0	6.175	0.4429	NR	NR	0	0	6.91	0.2588	NF	NF	0	0	0	0	8.987	0.08345	90.03	4.034	8.847	0.06725	7.794	0.2749	25.97	3.764	6.808	0.1882	7.678	0.3259	62	5.58	7.466	0.1385	8.76	0.07404	69.1	3.613	8.332	0.05869	5.688	0.2565	48.31	7.498	4.893	0.1778	0.3617	NA	0.16162	NA	0.12605	NA	0.16867	NA	0.13333	NA	0.24324	NA	0.16162	NA	0.18478	NA	0.20652	NA	0.17073	NA	0.10417	NA	1	NA	0.2963	NA	0.1573	NA	0.1413	NA	0.11321	NA	0.056604	NA	0.47826	NA	0.12245	NA	0.2	NA	0.26923	NA	0.12745	NA	0.16854	NA	0.15842	NA	0.074766	NA	0.74194	NA	0.49254	NA	0.48571	NA	0.45902	NA	0.57576	NA	0.71154	NA	0.45588	NA	0.5082	NA	0.72581	NA	0.625	NA	0.4918	NA	1	NA	0.61972	NA	0.45455	NA	0.47761	NA	0.48649	NA	0.41667	NA	0.9	NA	0.47143	NA	0.55072	NA	0.64286	NA	0.47368	NA	0.54237	NA	0.47826	NA	0.54412	NA	0.22131	NA	0.068702	NA	0.086093	NA	0.09434	NA	0.096491	NA	0.15789	NA	0.067164	NA	0.10811	NA	0.14035	NA	0.13861	NA	0.08547	NA	1	NA	0.18248	NA	0.075	NA	0.08547	NA	0.092308	NA	0.072581	NA	0.30851	NA	0.10084	NA	0.11382	NA	0.15094	NA	0.089431	NA	0.10714	NA	0.096774	NA	0.077519	NA
NF	NF	0	0	3.304	0.09812	NR	NR	0	0	0	0	NR	NR	0	0	5.931	0.274	NR	NR	0	0	6.1	0.1615	NF	NF	0	0	2.782	0.08794	8.975	0.06393	95.22	5.185	8.902	0.07722	7.459	0.1648	22.65	2.092	6.092	0.1219	7.517	0.147	44.81	3.757	6.787	0.1083	8.06	0.04923	61.14	2.781	7.673	0.05089	7.948	0.3065	35.13	7.129	6.556	0.2277	0.37815	NA	0.14394	NA	0.12583	NA	0.13675	NA	0.1405	NA	0.13274	NA	0.11852	NA	0.25	NA	0.3125	NA	0.15789	NA	0.067669	NA	0.2963	NA	1	NA	0.12097	NA	0.10156	NA	0.10791	NA	0.096296	NA	0.24324	NA	0.1145	NA	0.12782	NA	0.14407	NA	0.11029	NA	0.10236	NA	0.19531	NA	0.10219	NA	0.78873	NA	0.58667	NA	0.66216	NA	0.54286	NA	0.64	NA	0.5	NA	0.55263	NA	0.6087	NA	0.8	NA	0.48649	NA	0.42857	NA	0.61972	NA	1	NA	0.51316	NA	0.55263	NA	0.57317	NA	0.5125	NA	0.62857	NA	0.58442	NA	0.51807	NA	0.58571	NA	0.65823	NA	0.52778	NA	0.61333	NA	0.58974	NA	0.32168	NA	0.071429	NA	0.073684	NA	0.098592	NA	0.11486	NA	0.086957	NA	0.057803	NA	0.18978	NA	0.20567	NA	0.099291	NA	0.063694	NA	0.18248	NA	1	NA	0.062893	NA	0.063694	NA	0.076923	NA	0.054878	NA	0.16429	NA	0.075472	NA	0.066265	NA	0.08	NA	0.080745	NA	0.058065	NA	0.073171	NA	0.052941	NA
7.03	0.03384	103.5	2.535	7.058	0.03077	7.058	0.04058	100.7	2.946	7.082	0.03563	7.741	0.03768	101.3	1.995	7.768	0.02569	7.763	0.03928	99.19	2.048	7.754	0.02568	7.37	0.03592	102.3	1.789	7.38	0.02371	11.07	0.05202	90.32	3.786	10.98	0.05135	7.909	0.2195	117.6	16.12	7.912	0.07739	8.804	0.1861	88.69	8.938	8.953	0.1372	8.808	0.09666	107.6	6.519	8.824	0.06531	9.024	0.1119	131.2	8.465	8.907	0.1021	0.13393	NA	0.46154	NA	0.33	NA	0.17073	NA	0.13483	NA	0.1519	NA	0.5	NA	0.18681	NA	0.11111	NA	0.10465	NA	0.1413	NA	0.1573	NA	0.12097	NA	1	NA	0.33333	NA	0.093458	NA	0.07767	NA	0.16092	NA	0.11224	NA	0.11881	NA	0.20988	NA	0.1068	NA	0.18391	NA	0.20833	NA	0.075472	NA	0.44	NA	0.78571	NA	0.625	NA	0.36923	NA	0.52941	NA	0.4127	NA	0.76786	NA	0.46032	NA	0.46575	NA	0.4918	NA	0.46774	NA	0.45455	NA	0.51316	NA	1	NA	0.73684	NA	0.3253	NA	0.32468	NA	0.46154	NA	0.37333	NA	0.40789	NA	0.46032	NA	0.4	NA	0.4	NA	0.5	NA	0.43836	NA	0.061224	NA	0.36111	NA	0.29545	NA	0.13889	NA	0.11864	NA	0.083333	NA	0.41509	NA	0.04	NA	0.045802	NA	0.06087	NA	0.11667	NA	0.075	NA	0.062893	NA	1	NA	0.24074	NA	0.071942	NA	0.068702	NA	0.083333	NA	0.069767	NA	0.074627	NA	0.13158	NA	0.068182	NA	0.13913	NA	0.1626	NA	0.057971	NA
NR	NR	0	0	0	0	NR	NR	0	0	0	0	7.317	0.1135	16.42	0.9039	6.617	0.08563	7.411	0.09609	18.82	0.8875	6.763	0.0713	7.492	0.1695	7.337	0.618	6.329	0.1439	8.951	0.0965	92.11	4.732	8.855	0.07652	6.678	0.1981	57.37	7.781	6.039	0.08053	7.424	0.1071	76.27	5.381	7.043	0.05597	7.584	0.07855	66.73	2.627	7.213	0.05857	7.516	0.1514	55.64	4.089	6.768	0.1079	0.11207	NA	0.28889	NA	0.22727	NA	0.15294	NA	0.13187	NA	0.13415	NA	0.31818	NA	0.17021	NA	0.098039	NA	0.10227	NA	0.15054	NA	0.1413	NA	0.10156	NA	0.33333	NA	1	NA	0.091743	NA	0.086538	NA	0.13187	NA	0.12121	NA	0.10577	NA	0.14943	NA	0.12621	NA	0.17978	NA	0.21649	NA	0.09434	NA	0.5	NA	0.77586	NA	0.62121	NA	0.41538	NA	0.48611	NA	0.37313	NA	0.78947	NA	0.46154	NA	0.50685	NA	0.46875	NA	0.44615	NA	0.47761	NA	0.55263	NA	0.73684	NA	1	NA	0.36145	NA	0.38158	NA	0.48485	NA	0.39474	NA	0.42857	NA	0.39706	NA	0.49351	NA	0.42424	NA	0.52174	NA	0.5	NA	0.054795	NA	0.21849	NA	0.16552	NA	0.14151	NA	0.11111	NA	0.095238	NA	0.22314	NA	0.04065	NA	0.054688	NA	0.081081	NA	0.11864	NA	0.08547	NA	0.063694	NA	0.24074	NA	1	NA	0.072993	NA	0.078125	NA	0.084746	NA	0.088	NA	0.083969	NA	0.094828	NA	0.069231	NA	0.15179	NA	0.175	NA	0.066667	NA
5.151	0.1429	118.1	11.16	5.398	0.04225	5.314	0.03267	101.2	1.54	5.514	0.03361	6.6	0.04321	97.35	2.03	6.583	0.0297	6.552	0.03299	100.1	1.588	6.559	0.02231	6.102	0.05282	104.4	3.753	6.163	0.03108	9.527	0.1071	81.84	5.567	9.385	0.08322	7.247	0.1112	117	7.85	7.336	0.05871	8.02	0.161	107.5	9.87	8.09	0.06601	8.187	0.08291	113.5	6.338	8.145	0.07162	7.456	0.1891	151.5	7.87	7.312	0.1066	0.10078	NA	0.09322	NA	0.088235	NA	0.26136	NA	0.14851	NA	0.12766	NA	0.09322	NA	0.078947	NA	0.13636	NA	0.14583	NA	0.090909	NA	0.11321	NA	0.10791	NA	0.093458	NA	0.091743	NA	1	NA	0.14545	NA	0.11538	NA	0.40909	NA	0.12281	NA	0.10784	NA	0.21698	NA	0.1028	NA	0.11966	NA	0.075	NA	0.50617	NA	0.37349	NA	0.51282	NA	0.58462	NA	0.51282	NA	0.47143	NA	0.36145	NA	0.37662	NA	0.49383	NA	0.36364	NA	0.34615	NA	0.48649	NA	0.57317	NA	0.3253	NA	0.36145	NA	1	NA	0.78462	NA	0.49315	NA	0.82813	NA	0.65753	NA	0.49296	NA	0.68	NA	0.47887	NA	0.56757	NA	0.50633	NA	0.076433	NA	0.066667	NA	0.088757	NA	0.12397	NA	0.12403	NA	0.13043	NA	0.065359	NA	0.051471	NA	0.086957	NA	0.125	NA	0.097015	NA	0.092308	NA	0.076923	NA	0.071942	NA	0.072993	NA	1	NA	0.16794	NA	0.10853	NA	0.41121	NA	0.082759	NA	0.10078	NA	0.20313	NA	0.090909	NA	0.083333	NA	0.089041	NA
4.936	0.2138	41.84	8.147	4.649	0.1254	4.737	0.08686	39.23	1.54	4.143	0.09173	5.126	0.04399	76.98	3.102	5.004	0.03387	5.079	0.065	81.76	1.68	5.008	0.0447	4.914	0.1253	70.43	5.82	4.813	0.08721	8.284	0.1291	92.16	5.63	8.129	0.09375	6.556	0.06328	95.28	2.855	6.343	0.05745	6.825	0.06934	98.85	4.439	6.745	0.04565	7.405	0.09778	89.68	4.854	7.196	0.07632	5.728	0.1816	181.3	7.87	5.969	0.0698	0.0625	NA	0.078947	NA	0.083969	NA	0.15385	NA	0.089109	NA	0.052632	NA	0.088496	NA	0.073394	NA	0.091743	NA	0.094737	NA	0.085714	NA	0.056604	NA	0.096296	NA	0.07767	NA	0.086538	NA	0.14545	NA	1	NA	0.057692	NA	0.14563	NA	0.051724	NA	0.04902	NA	0.16038	NA	0.046729	NA	0.11607	NA	0.12844	NA	0.44304	NA	0.37662	NA	0.5942	NA	0.61017	NA	0.48649	NA	0.37681	NA	0.36364	NA	0.4	NA	0.44872	NA	0.32877	NA	0.31081	NA	0.41667	NA	0.5125	NA	0.32468	NA	0.38158	NA	0.78462	NA	1	NA	0.44286	NA	0.84746	NA	0.59155	NA	0.46269	NA	0.76119	NA	0.51563	NA	0.63636	NA	0.5	NA	0.052632	NA	0.06338	NA	0.086957	NA	0.11404	NA	0.088	NA	0.070796	NA	0.062069	NA	0.03876	NA	0.068182	NA	0.067797	NA	0.078125	NA	0.072581	NA	0.054878	NA	0.068702	NA	0.078125	NA	0.16794	NA	1	NA	0.089431	NA	0.16393	NA	0.064748	NA	0.064	NA	0.16	NA	0.08871	NA	0.088889	NA	0.071429	NA
NR	NR	0	0	0	0	NF	NF	0	0	0	0	7.042	0.1043	17.59	0.8727	6.355	0.08036	7.193	0.06394	16.78	0.8067	6.522	0.06282	6.622	0.1013	7.541	0.6159	5.69	0.1195	9.153	0.1179	89.75	5.9	9.028	0.09279	7.568	0.1126	45.57	2.565	6.775	0.08651	8.016	0.1179	64.8	4.163	7.74	0.08414	8.398	0.09387	79.23	4.633	8.1	0.06849	7.838	0.2109	55.83	6.171	7.01	0.1503	0.27273	NA	0.14141	NA	0.11864	NA	0.15854	NA	0.13636	NA	0.26761	NA	0.14141	NA	0.1383	NA	0.15957	NA	0.16049	NA	0.094737	NA	0.47826	NA	0.24324	NA	0.16092	NA	0.13187	NA	0.11538	NA	0.057692	NA	1	NA	0.125	NA	0.2043	NA	0.25974	NA	0.11881	NA	0.15909	NA	0.16162	NA	0.056075	NA	0.69841	NA	0.5	NA	0.51471	NA	0.51724	NA	0.58462	NA	0.69231	NA	0.44118	NA	0.51667	NA	0.68254	NA	0.55172	NA	0.47541	NA	0.9	NA	0.62857	NA	0.46154	NA	0.48485	NA	0.49315	NA	0.44286	NA	1	NA	0.5	NA	0.55882	NA	0.65455	NA	0.5	NA	0.55172	NA	0.50746	NA	0.50725	NA	0.17188	NA	0.076336	NA	0.092715	NA	0.11429	NA	0.10526	NA	0.18085	NA	0.074627	NA	0.078261	NA	0.11017	NA	0.11538	NA	0.07563	NA	0.30851	NA	0.16429	NA	0.083333	NA	0.084746	NA	0.10853	NA	0.089431	NA	1	NA	0.11864	NA	0.13115	NA	0.16038	NA	0.10656	NA	0.10619	NA	0.10484	NA	0.060606	NA
4.672	0.1142	14.82	3.12	3.814	0.1451	4.915	0.1573	10.31	1.065	3.919	0.1146	5.313	0.06746	57.12	2.137	5.155	0.05005	5.27	0.07294	56.46	2.318	5.079	0.05407	4.984	0.06779	36.32	1.564	4.653	0.04782	8.711	0.1219	98.45	6.131	8.642	0.09212	6.311	0.1242	66.95	3.924	5.863	0.09747	6.983	0.08959	88.86	5.047	6.781	0.0574	7.086	0.0731	84.08	3.113	6.816	0.05565	6.053	0.2178	147.4	7.87	5.983	0.1094	0.11667	NA	0.11009	NA	0.10236	NA	0.2716	NA	0.17391	NA	0.13953	NA	0.11009	NA	0.095238	NA	0.15842	NA	0.17241	NA	0.10891	NA	0.12245	NA	0.1145	NA	0.11224	NA	0.12121	NA	0.40909	NA	0.14563	NA	0.125	NA	1	NA	0.10092	NA	0.11702	NA	0.42353	NA	0.11111	NA	0.13889	NA	0.080357	NA	0.51316	NA	0.38961	NA	0.56338	NA	0.62712	NA	0.52055	NA	0.45455	NA	0.37662	NA	0.45588	NA	0.52	NA	0.38028	NA	0.36111	NA	0.47143	NA	0.58442	NA	0.37333	NA	0.39474	NA	0.82813	NA	0.84746	NA	0.5	NA	1	NA	0.56164	NA	0.52308	NA	0.77612	NA	0.53125	NA	0.65152	NA	0.53425	NA	0.07483	NA	0.064286	NA	0.08805	NA	0.12613	NA	0.12605	NA	0.14423	NA	0.062937	NA	0.064516	NA	0.094488	NA	0.13761	NA	0.096774	NA	0.10084	NA	0.075472	NA	0.069767	NA	0.088	NA	0.41121	NA	0.16393	NA	0.11864	NA	1	NA	0.065693	NA	0.11017	NA	0.31193	NA	0.090164	NA	0.090226	NA	0.080292	NA
NR	NR	0	0	0	0	NR	NR	0	0	0	0	5.392	0.1392	15.34	1.155	4.68	0.105	5.74	0.1269	17.05	1.079	5.047	0.09806	5.545	0.1413	6.336	0.4649	4.532	0.106	8.134	0.1255	96.03	5.692	8.136	0.0945	6.467	0.09628	60.38	2.745	5.869	0.07838	6.199	0.1169	88.64	6.772	5.98	0.05949	6.938	0.08012	88.38	3.486	6.697	0.0634	6.174	0.1097	77.39	3.983	5.495	0.0925	0.1405	NA	0.10619	NA	0.099237	NA	0.12632	NA	0.10891	NA	0.2439	NA	0.10619	NA	0.091743	NA	0.1	NA	0.10417	NA	0.074074	NA	0.2	NA	0.12782	NA	0.11881	NA	0.10577	NA	0.12281	NA	0.051724	NA	0.2043	NA	0.10092	NA	1	NA	0.22472	NA	0.096491	NA	0.17526	NA	0.16514	NA	0.05042	NA	0.54545	NA	0.46053	NA	0.55405	NA	0.49254	NA	0.49351	NA	0.5625	NA	0.42857	NA	0.43056	NA	0.51282	NA	0.43662	NA	0.41667	NA	0.55072	NA	0.51807	NA	0.40789	NA	0.42857	NA	0.65753	NA	0.59155	NA	0.55882	NA	0.56164	NA	1	NA	0.63492	NA	0.5375	NA	0.56923	NA	0.59155	NA	0.50649	NA	0.071895	NA	0.068966	NA	0.078313	NA	0.091667	NA	0.076923	NA	0.15741	NA	0.067568	NA	0.053435	NA	0.058394	NA	0.092437	NA	0.083969	NA	0.11382	NA	0.066265	NA	0.074627	NA	0.083969	NA	0.082759	NA	0.064748	NA	0.13115	NA	0.065693	NA	1	NA	0.16102	NA	0.056738	NA	0.14876	NA	0.13534	NA	0.054795	NA
5.182	0.1	17.46	3.12	4.961	0.1163	5.388	0.295	0	0	5.094	0.0846	6.513	0.08047	66.12	2.511	6.403	0.06041	6.498	0.0676	65.83	2.099	6.373	0.05134	6.025	0.08936	49.53	0.08936	5.911	0.05123	9.069	0.1351	93.65	6.969	8.995	0.1028	7.644	0.0759	81.27	3.709	7.354	0.09232	7.726	0.1843	93.05	10.41	7.476	0.09408	8.36	0.08149	119.3	6.471	8.482	0.07891	7.024	0.2532	159.7	7.87	7.048	0.1261	0.17143	NA	0.1828	NA	0.15179	NA	0.27778	NA	0.14118	NA	0.47458	NA	0.1828	NA	0.13043	NA	0.13978	NA	0.12346	NA	0.086022	NA	0.26923	NA	0.14407	NA	0.20988	NA	0.14943	NA	0.10784	NA	0.04902	NA	0.25974	NA	0.11702	NA	0.22472	NA	1	NA	0.12245	NA	0.2375	NA	0.2043	NA	0.057692	NA	0.625	NA	0.45455	NA	0.5625	NA	0.51786	NA	0.5873	NA	0.77083	NA	0.43939	NA	0.51724	NA	0.60938	NA	0.61111	NA	0.5	NA	0.64286	NA	0.58571	NA	0.46032	NA	0.39706	NA	0.49296	NA	0.46269	NA	0.65455	NA	0.52308	NA	0.63492	NA	1	NA	0.5	NA	0.58182	NA	0.58065	NA	0.55385	NA	0.087591	NA	0.12	NA	0.11565	NA	0.18367	NA	0.14679	NA	0.35802	NA	0.11719	NA	0.069565	NA	0.083333	NA	0.13861	NA	0.076271	NA	0.15094	NA	0.08	NA	0.13158	NA	0.094828	NA	0.10078	NA	0.064	NA	0.16038	NA	0.11017	NA	0.16102	NA	1	NA	0.098361	NA	0.16981	NA	0.14286	NA	0.085938	NA
5.077	0.0903	52.62	2.889	4.894	0.06373	4.882	0.07337	68.96	3.394	4.737	0.0506	5.711	0.07007	93.47	3.284	5.679	0.05341	5.636	0.08149	95.3	3.918	5.617	0.0622	5.328	0.06507	85.82	2.987	5.281	0.04852	8.565	0.1439	97.54	6.734	8.55	0.1087	7.157	0.08722	72.7	3.262	6.762	0.07433	6.756	0.09209	94.85	5.554	6.553	0.05938	7.353	0.1017	95.72	5.297	7.177	0.07796	6.749	0.1071	115.1	5.926	6.401	0.09953	0.12097	NA	0.10526	NA	0.10687	NA	0.3012	NA	0.17708	NA	0.11957	NA	0.125	NA	0.090909	NA	0.15094	NA	0.15054	NA	0.125	NA	0.12745	NA	0.11029	NA	0.1068	NA	0.12621	NA	0.21698	NA	0.16038	NA	0.11881	NA	0.42353	NA	0.096491	NA	0.12245	NA	1	NA	0.10577	NA	0.14286	NA	0.086207	NA	0.56962	NA	0.46835	NA	0.62162	NA	0.56716	NA	0.53846	NA	0.4	NA	0.4557	NA	0.5	NA	0.57692	NA	0.40789	NA	0.38961	NA	0.47368	NA	0.65823	NA	0.4	NA	0.49351	NA	0.68	NA	0.76119	NA	0.5	NA	0.77612	NA	0.5375	NA	0.5	NA	1	NA	0.52857	NA	0.66197	NA	0.59211	NA	0.080537	NA	0.062937	NA	0.08642	NA	0.14286	NA	0.12295	NA	0.099099	NA	0.061644	NA	0.062992	NA	0.083969	NA	0.094828	NA	0.112	NA	0.089431	NA	0.080745	NA	0.068182	NA	0.069231	NA	0.20313	NA	0.16	NA	0.10656	NA	0.31193	NA	0.056738	NA	0.098361	NA	1	NA	0.096774	NA	0.088235	NA	0.070922	NA
NR	NR	0	0	4.635	0.1921	NR	NR	0	0	0	0	NR	NR	0	0	4.597	0.3206	NR	NR	0	0	5.182	0.3234	NR	NR	0	0	4.618	0.4369	9.203	0.1432	90.29	7.407	9.109	0.1093	6.183	0.1777	48.39	4.075	5.585	0.1304	7.404	0.1438	40.67	3.235	6.626	0.1099	7.606	0.07771	56.52	4.45	6.863	0.1028	6.1	0.4472	-25.54	5.428	0	0	0.11304	NA	0.16162	NA	0.13559	NA	0.16867	NA	0.21429	NA	0.22667	NA	0.16162	NA	0.10101	NA	0.088235	NA	0.10345	NA	0.16484	NA	0.16854	NA	0.10236	NA	0.18391	NA	0.17978	NA	0.1028	NA	0.046729	NA	0.15909	NA	0.11111	NA	0.17526	NA	0.2375	NA	0.10577	NA	1	NA	0.37647	NA	0.036036	NA	0.51471	NA	0.46154	NA	0.57143	NA	0.58491	NA	0.62295	NA	0.55556	NA	0.44615	NA	0.45	NA	0.5	NA	0.45763	NA	0.50877	NA	0.54237	NA	0.52778	NA	0.4	NA	0.42424	NA	0.47887	NA	0.51563	NA	0.55172	NA	0.53125	NA	0.56923	NA	0.58182	NA	0.52857	NA	1	NA	0.67241	NA	0.47059	NA	0.06338	NA	0.12698	NA	0.12925	NA	0.14563	NA	0.11404	NA	0.16667	NA	0.12403	NA	0.05042	NA	0.056	NA	0.083333	NA	0.20561	NA	0.10714	NA	0.058065	NA	0.13913	NA	0.15179	NA	0.090909	NA	0.08871	NA	0.10619	NA	0.090164	NA	0.14876	NA	0.16981	NA	0.096774	NA	1	NA	0.40816	NA	0.052239	NA
NR	NR	0	0	0	0	NF	NF	0	0	0	0	4.077	0.14	21.73	1.87	3.955	0.1492	5.039	0.109	15.72	1.68	4.507	0.1284	NR	NR	0	0	3.943	0.1739	8.674	0.1175	92.98	5.47	8.522	0.09066	6.216	0.2873	66.23	11.75	5.846	0.1029	6.221	0.1373	79.92	7.036	5.929	0.06537	6.806	0.1026	62.38	3.158	6.135	0.09615	4.836	0.08202	102.5	7.87	4.378	0.06925	0.11905	NA	0.19626	NA	0.176	NA	0.17021	NA	0.15	NA	0.19318	NA	0.19626	NA	0.11927	NA	0.10714	NA	0.11224	NA	0.13333	NA	0.15842	NA	0.19531	NA	0.20833	NA	0.21649	NA	0.11966	NA	0.11607	NA	0.16162	NA	0.13889	NA	0.16514	NA	0.2043	NA	0.14286	NA	0.37647	NA	1	NA	0.11304	NA	0.54054	NA	0.55882	NA	0.69231	NA	0.55738	NA	0.57143	NA	0.46154	NA	0.56716	NA	0.50769	NA	0.52703	NA	0.42647	NA	0.38571	NA	0.47826	NA	0.61333	NA	0.5	NA	0.52174	NA	0.56757	NA	0.63636	NA	0.50746	NA	0.65152	NA	0.59155	NA	0.58065	NA	0.66197	NA	0.67241	NA	1	NA	0.54167	NA	0.058442	NA	0.14925	NA	0.14103	NA	0.14035	NA	0.12097	NA	0.14815	NA	0.14599	NA	0.045802	NA	0.058824	NA	0.075	NA	0.11905	NA	0.096774	NA	0.073171	NA	0.1626	NA	0.175	NA	0.083333	NA	0.088889	NA	0.10484	NA	0.090226	NA	0.13534	NA	0.14286	NA	0.088235	NA	0.40816	NA	1	NA	0.077465	NA
NR	NR	0	0	5.373	0.1567	5.792	0.1599	10.76	0.8572	4.874	0.1229	6.396	0.05846	59.56	1.652	6.207	0.04411	6.283	0.09357	54.16	2.407	6.06	0.07199	6.094	0.08686	30.37	1.265	5.658	0.06693	9.511	0.1138	99.02	6.371	9.451	0.0594	7.682	0.08383	70.81	3.022	7.271	0.06621	7.624	0.09512	90.18	5.569	7.383	0.05261	8.061	0.08493	96.07	4.501	7.9	0.06294	7.401	0.1523	79.97	6.051	6.909	0.1129	0.10317	NA	0.076923	NA	0.066176	NA	0.069307	NA	0.07619	NA	0.072917	NA	0.11504	NA	0.1215	NA	0.099099	NA	0.12632	NA	0.17	NA	0.074766	NA	0.10219	NA	0.075472	NA	0.09434	NA	0.075	NA	0.12844	NA	0.056075	NA	0.080357	NA	0.05042	NA	0.057692	NA	0.086207	NA	0.036036	NA	0.11304	NA	1	NA	0.625	NA	0.45333	NA	0.52703	NA	0.4	NA	0.52703	NA	0.46269	NA	0.47945	NA	0.60317	NA	0.61111	NA	0.53846	NA	0.53846	NA	0.54412	NA	0.58974	NA	0.43836	NA	0.5	NA	0.50633	NA	0.5	NA	0.50725	NA	0.53425	NA	0.50649	NA	0.55385	NA	0.59211	NA	0.47059	NA	0.54167	NA	1	NA	0.070968	NA	0.060811	NA	0.052326	NA	0.064	NA	0.075758	NA	0.10435	NA	0.052632	NA	0.052632	NA	0.097015	NA	0.11864	NA	0.13386	NA	0.077519	NA	0.052941	NA	0.057971	NA	0.066667	NA	0.089041	NA	0.071429	NA	0.060606	NA	0.080292	NA	0.054795	NA	0.085938	NA	0.070922	NA	0.052239	NA	0.077465	NA	1	NA
